"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1587311653",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311655",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311657",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311659",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311661",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311663",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311665",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311667",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311669",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311671",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311673",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311675",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311677",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311679",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311681",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311683",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311685",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311687",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311689",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311691",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311693",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311695",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311697",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311699",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311701",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311703",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311705",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311707",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311709",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311711",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311713",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311715",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311717",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311719",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311721",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311723",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311725",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311727",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311729",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311731",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311733",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311735",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311737",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311739",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311741",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311743",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311745",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311747",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311749",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311751",80,0,8.67,0.00,150,195,5,685.55,3205.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311753",83,0,0.00,0.00,160,5411,5,145169.68,8565.77,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000
"None","Aggregated","1587311755",85,0,0.00,0.00,170,8670,5,146397.22,11929.24,145000,145000,145000,146000,146000,146000,146000,146000,146000,146000,146000,146000
"None","Aggregated","1587311757",92,0,0.50,0.00,180,11428,5,150022.12,14876.32,143000,145000,146000,146000,149000,150000,150000,150000,150000,150000,150000,150000
"None","Aggregated","1587311759",94,0,0.60,0.00,190,11221,5,150022.12,14779.41,141000,145000,145000,146000,149000,150000,150000,150000,150000,150000,150000,150000
"None","Aggregated","1587311761",95,0,1.20,0.00,210,12717,5,153295.64,16218.72,141000,145000,146000,149000,150000,153000,153000,153000,153000,153000,153000,153000
"None","Aggregated","1587311763",97,0,1.50,0.00,220,14052,5,153295.64,17552.71,141000,145000,149000,149000,152000,153000,153000,153000,153000,153000,153000,153000
"None","Aggregated","1587311765",100,0,1.50,0.00,230,16715,5,154177.39,20159.61,3500,150000,152000,153000,153000,154000,154000,154000,154000,154000,154000,154000
"None","Aggregated","1587311767",104,0,1.30,0.00,260,17588,5,154177.39,21138.85,2500,152000,153000,153000,153000,154000,154000,154000,154000,154000,154000,154000
"None","Aggregated","1587311769",104,0,1.30,0.00,260,17588,5,154177.39,21138.85,152000,153000,153000,153000,154000,154000,154000,154000,154000,154000,154000,154000
"None","Aggregated","1587311771",107,0,1.20,0.00,270,21505,5,157836.86,24794.20,153000,153000,157000,157000,157000,158000,158000,158000,158000,158000,158000,158000
"None","Aggregated","1587311773",111,0,1.20,0.00,270,22221,5,159949.36,25544.67,2200,153000,157000,157000,158000,160000,160000,160000,160000,160000,160000,160000
"None","Aggregated","1587311775",114,0,1.40,0.00,280,24511,5,165269.56,27621.11,157000,158000,160000,160000,161000,165000,165000,165000,165000,165000,165000,165000
"None","Aggregated","1587311777",116,0,1.50,0.00,290,24111,5,165269.56,27322.84,157000,157000,160000,160000,161000,165000,165000,165000,165000,165000,165000,165000
"None","Aggregated","1587311779",117,0,1.30,0.00,300,24095,5,165269.56,27129.15,22000,157000,158000,160000,161000,165000,165000,165000,165000,165000,165000,165000
"None","Aggregated","1587311781",117,0,1.30,0.00,300,24095,5,165269.56,27129.15,22000,160000,161000,161000,165000,165000,165000,165000,165000,165000,165000,165000
"None","Aggregated","1587311783",118,0,1.00,0.00,300,24115,5,165269.56,26938.73,22000,26000,161000,161000,165000,165000,165000,165000,165000,165000,165000,165000
"None","Aggregated","1587311785",121,0,0.80,0.00,320,24200,5,165269.56,26386.36,26000,26000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
"None","Aggregated","1587311787",122,0,0.60,0.00,320,24242,5,165269.56,26208.28,28000,28000,28000,28000,29000,29000,29000,29000,29000,29000,29000,29000
"None","Aggregated","1587311789",125,0,0.60,0.00,320,24300,5,165269.56,25691.12,26000,28000,28000,29000,30000,30000,30000,30000,30000,30000,30000,30000
"None","Aggregated","1587311791",129,0,0.60,0.00,350,24152,5,165269.56,25605.15,26000,26000,28000,28000,29000,30000,30000,30000,30000,30000,30000,30000
"None","Aggregated","1587311793",135,0,1.20,0.00,380,23764,5,165269.56,26297.23,24000,26000,27000,28000,29000,30000,30000,30000,30000,30000,30000,30000
"None","Aggregated","1587311795",139,0,1.20,0.00,390,23500,5,165269.56,26725.42,20000,24000,24000,26000,29000,30000,30000,30000,30000,30000,30000,30000
"None","Aggregated","1587311797",141,0,1.80,0.00,410,23283,5,165269.56,27448.38,19000,23000,24000,24000,27000,30000,30000,30000,30000,30000,30000,30000
"None","Aggregated","1587311799",144,0,1.80,0.00,410,23067,5,165269.56,27987.99,9900,19000,20000,21000,24000,27000,27000,27000,27000,27000,27000,27000
"None","Aggregated","1587311801",148,0,2.00,0.00,420,22675,5,165269.56,29331.39,8900,11000,19000,20000,23000,27000,27000,27000,27000,27000,27000,27000
"None","Aggregated","1587311803",149,0,1.80,0.00,430,22576,5,165269.56,29655.97,8600,9100,11000,18000,21000,23000,23000,23000,23000,23000,23000,23000
"None","Aggregated","1587311805",152,0,1.90,0.00,450,23583,5,197397.37,31089.74,8600,10000,11000,13000,21000,197000,197000,197000,197000,197000,197000,197000
"None","Aggregated","1587311807",155,0,1.40,0.00,560,23300,5,197397.37,31085.95,8900,10000,11000,13000,16000,197000,197000,197000,197000,197000,197000,197000
"None","Aggregated","1587311809",156,0,1.40,0.00,560,23252,5,197397.37,30916.60,10000,13000,16000,16000,16000,197000,197000,197000,197000,197000,197000,197000
"None","Aggregated","1587311811",156,0,1.40,0.00,560,23252,5,197397.37,30916.60,13000,16000,16000,16000,197000,197000,197000,197000,197000,197000,197000,197000
"None","Aggregated","1587311813",161,0,0.80,0.00,1100,24242,5,203106.85,31013.45,16000,20000,20000,20000,197000,203000,203000,203000,203000,203000,203000,203000
"None","Aggregated","1587311815",162,0,0.80,0.00,1100,24102,5,203106.85,30885.73,16000,20000,20000,20000,203000,203000,203000,203000,203000,203000,203000,203000
"None","Aggregated","1587311817",164,0,1.10,0.00,1300,24052,5,203106.85,30565.98,20000,20000,20000,21000,203000,203000,203000,203000,203000,203000,203000,203000
"None","Aggregated","1587311819",167,0,1.10,0.00,1300,23905,5,203106.85,30538.00,19000,20000,20000,20000,21000,203000,203000,203000,203000,203000,203000,203000
"None","Aggregated","1587311821",169,0,1.00,0.00,1400,23879,5,203106.85,30231.82,20000,20000,20000,21000,23000,203000,203000,203000,203000,203000,203000,203000
"None","Aggregated","1587311823",170,0,1.30,0.00,1400,23884,5,203106.85,30081.44,20000,20000,21000,23000,25000,25000,25000,25000,25000,25000,25000,25000
"None","Aggregated","1587311825",173,0,1.30,0.00,1400,23762,5,203106.85,30484.96,19000,21000,23000,23000,24000,25000,25000,25000,25000,25000,25000,25000
"None","Aggregated","1587311827",177,0,0.90,0.00,1700,23567,5,203106.85,31139.24,18000,20000,24000,24000,24000,25000,25000,25000,25000,25000,25000,25000
"None","Aggregated","1587311829",181,0,1.20,0.00,1800,23458,5,203106.85,31361.14,20000,23000,24000,24000,24000,25000,25000,25000,25000,25000,25000,25000
"None","Aggregated","1587311831",187,0,1.50,0.00,2200,23181,5,203106.85,32066.67,15000,22000,23000,24000,24000,25000,25000,25000,25000,25000,25000,25000
"None","Aggregated","1587311833",189,0,1.80,0.00,2500,23035,5,203106.85,32549.50,13000,15000,23000,23000,24000,24000,24000,24000,24000,24000,24000,24000
"None","Aggregated","1587311835",193,0,1.90,0.00,3200,22787,5,203106.85,33106.73,11000,15000,22000,22000,23000,24000,24000,24000,24000,24000,24000,24000
"None","Aggregated","1587311837",194,0,1.70,0.00,3200,22709,5,203106.85,33336.56,9800,13000,15000,22000,22000,23000,23000,23000,23000,23000,23000,23000
"None","Aggregated","1587311839",195,0,1.70,0.00,3200,22639,5,203106.85,33564.03,9100,9500,9700,13000,22000,22000,22000,22000,22000,22000,22000,22000
"None","Aggregated","1587311841",195,0,1.70,0.00,3200,22639,5,203106.85,33564.03,9000,9100,9700,9700,22000,22000,22000,22000,22000,22000,22000,22000
"None","Aggregated","1587311843",196,0,0.80,0.00,3200,22563,5,203106.85,33789.18,7900,9000,9100,9100,22000,22000,22000,22000,22000,22000,22000,22000
"None","Aggregated","1587311845",196,0,0.80,0.00,3200,22563,5,203106.85,33789.18,7900,7900,9000,9000,22000,22000,22000,22000,22000,22000,22000,22000
"None","Aggregated","1587311847",196,0,0.80,0.00,3200,22563,5,203106.85,33789.18,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
"None","Aggregated","1587311849",196,0,0.80,0.00,3200,22563,5,203106.85,33789.18,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
"None","Aggregated","1587311851",196,0,0.80,0.00,3200,22563,5,203106.85,33789.18,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900
"None","Aggregated","1587311853",196,0,0.80,0.00,3200,22563,5,203106.85,33789.18,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900
"None","Aggregated","1587311855",197,0,0.10,0.00,3400,22530,5,203106.85,33641.35,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311857",197,0,0.10,0.00,3400,22530,5,203106.85,33641.35,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311859",197,0,0.10,0.00,3400,22530,5,203106.85,33641.35,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311861",198,0,0.10,0.00,3400,22499,5,203106.85,33495.01,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311863",199,0,0.20,0.00,3500,22424,5,203106.85,33717.12,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311865",199,0,0.20,0.00,3500,22424,5,203106.85,33717.12,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311867",199,0,0.20,0.00,3500,22424,5,203106.85,33717.12,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311869",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
"None","Aggregated","1587311871",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311873",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311875",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311877",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311879",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311881",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311883",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
"None","Aggregated","1587311885",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311887",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311889",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311891",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311893",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311895",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311897",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311899",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311901",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311903",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311905",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311907",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311909",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311911",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311913",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311915",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311917",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311919",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311921",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311923",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311925",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311927",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311929",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311931",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311933",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311935",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587311936",200,0,0.20,0.00,3500,22353,5,203106.85,33937.00,0,0,0,0,0,0,0,0,0,0,0,0
